question_id,job_role,category,skill,difficulty,question,ideal_answer,keywords,evaluation_criteria,follow_up_questions,expected_duration,weight,tags
DA012,Data Analyst,SQL,Aggregation,Hard,What is the difference between WHERE and HAVING?,"Both clauses filter data, but they are used at different stages of a query. WHERE filters rows before grouping. HAVING filters groups after the GROUP BY operation. For example, WHERE can filter orders from a specific country, while HAVING can return only countries with more than 100 orders.",WHERE|HAVING|GROUP BY|Aggregation,Explains execution order|Understands grouping|Provides an example,Can you write a query that uses both WHERE and HAVING together?|Why can't you use an aggregate function directly in a WHERE clause?,3-4 minutes,7,"SQL, Aggregation"
DA013,Data Analyst,Power BI,Dashboard Development,Hard,What are the main components of a Power BI report?,"A Power BI report typically includes data sources, data model, relationships, DAX calculations, visualizations, filters and slicers, KPIs, and interactive dashboards. A good report should answer business questions while remaining simple and easy to navigate.",Power BI|DAX|Dashboard|KPIs|Slicers,Understands Power BI structure|Mentions DAX and relationships|Focuses on usability,Can you explain a DAX measure you've written?|How do you structure relationships in the data model for a multi-table report?,3-4 minutes,7,"Power BI, Dashboards"
DA014,Data Analyst,Python,Data Analysis,Hard,How is Python used in data analysis?,"Python is widely used for cleaning, transforming, analyzing, visualizing, and automating data tasks. Common libraries include Pandas for data manipulation, NumPy for numerical operations, Matplotlib and Seaborn for visualization, Scikit-learn for machine learning, and OpenPyXL for Excel automation. Python allows analysts to process large datasets efficiently and automate repetitive work.",Python|Pandas|NumPy|Matplotlib|Scikit-learn,Identifies major libraries|Explains practical use cases|Demonstrates automation benefits,Can you describe a task you automated using Python?|How would you handle a dataset too large to fit in memory?,3-4 minutes,7,Python
DA015,Data Analyst,Statistics,Correlation vs Causation,Hard,What is the difference between correlation and causation?,"Correlation means that two variables move together, while causation means that one variable directly causes changes in another. A high correlation does not necessarily imply a cause-and-effect relationship because other variables may influence both. Data analysts should avoid drawing causal conclusions without sufficient evidence or proper experimental design.",Correlation|Causation|Variables|Statistical analysis,Clearly distinguishes the concepts|Understands common misconceptions|Explains business implications,Can you give an example of a spurious correlation?|How would you design a study to test causation rather than just correlation?,4-5 minutes,8,"Statistics, Correlation"
DA016,Data Analyst,Business Analysis,KPI Analysis,Medium,"What is a KPI, and why is it important?","A Key Performance Indicator (KPI) is a measurable value that tracks progress toward business objectives. Examples include revenue growth, customer retention rate, conversion rate, customer satisfaction score, and profit margin. KPIs help organizations monitor performance, identify problems, and make informed decisions.",KPI|Metrics|Business performance,Defines KPI correctly|Provides relevant examples|Connects KPIs to decision-making,How would you choose the right KPIs for a new product launch?|What's the difference between a KPI and a general metric?,3 minutes,6,"KPI, Business Analysis"
DA017,Data Analyst,Data Cleaning,Missing Data,Hard,How do you handle missing data in a dataset?,"The appropriate method depends on the situation. Possible approaches include removing incomplete records, filling missing values using mean, median, or mode, using interpolation, using predictive models for imputation, and investigating why data is missing before deciding on a solution. The analyst should consider the impact of missing data on analysis accuracy.",Missing values|Imputation|Median|Mean,Identifies multiple approaches|Considers data quality|Chooses methods appropriately,When would removing rows be a bad idea?|How do you decide between mean imputation and a predictive model?,3-4 minutes,7,"Data Cleaning, Missing Data"
DA018,Data Analyst,Problem Solving,Analytical Thinking,Hard,A company notices a significant drop in website traffic. How would you investigate the issue?,"The analyst should verify the accuracy of tracking data, compare traffic with previous periods, analyze traffic by source (organic, paid, social, direct), identify affected pages, check marketing campaigns, review technical issues such as website downtime, examine seasonality and external factors, and present findings with supporting data and recommendations.",Root cause analysis|Website traffic|Google Analytics|Segmentation,Uses a structured investigation|Considers multiple causes|Supports conclusions with evidence,What would you check first if you suspected a tracking/tagging issue?|How would you rule out seasonality as the cause?,4-5 minutes,8,"Problem Solving, Analytics"
DA019,Data Analyst,Data Ethics,Data Privacy,Medium,Why is data privacy important for a Data Analyst?,"Data analysts often work with sensitive information such as customer, employee, or financial data. Protecting this information is essential to maintain trust, comply with legal and organizational requirements, prevent unauthorized access, and ensure ethical use of data. Analysts should follow company policies, anonymize data when appropriate, and grant access only to authorized individuals.",Data privacy|Security|Confidentiality|Ethics,Understands privacy principles|Mentions ethical responsibilities|Explains the importance of secure data handling,"How would you anonymize a dataset before sharing it externally?|Are you familiar with any data privacy regulations, such as GDPR?",3 minutes,6,"Data Ethics, Privacy"
DA020,Data Analyst,Behavioral,Continuous Learning,Easy,How do you keep your data analytics skills up to date?,"A strong candidate continuously develops their skills by taking online courses, earning certifications, reading industry blogs and research, participating in analytics communities, working on personal projects, practicing SQL and Python, exploring new visualization tools, and staying informed about emerging technologies such as AI and data engineering. Continuous learning helps analysts remain effective in a rapidly evolving field.",Continuous learning|Certifications|SQL|Python|Power BI|AI,Demonstrates commitment to learning|Mentions multiple learning resources|Shows awareness of industry trends|Applies new knowledge in practice,"What's a recent skill or tool you learned, and how did you apply it?|How do you decide which new tools or techniques are worth learning?",2-3 minutes,5,Continuous Learning
MM001,Marketing Manager,Behavioral,Self-Introduction,Easy,Tell me about yourself and your experience in marketing.,"A strong candidate should introduce their educational background, marketing experience, industries they have worked in, and key achievements. They should mention experience in areas such as digital marketing, campaign management, branding, content marketing, social media, SEO, paid advertising, or market research. The response should demonstrate enthusiasm for understanding customer behavior and driving business growth.",Marketing|Campaigns|Branding|Digital Marketing|Business Growth,Gives a structured introduction|Highlights relevant experience|Demonstrates enthusiasm for marketing|Connects achievements to business results,Which campaign are you most proud of?|What marketing channels have you managed?,2-3 minutes,5,"Behavioral, Introduction"
MM002,Marketing Manager,Marketing Strategy,Strategic Planning,Hard,How do you develop a marketing strategy for a new product?,"A marketing strategy begins with understanding the product, target audience, competitors, and business objectives. The manager should conduct market research, define customer personas, establish clear goals, determine the value proposition, choose appropriate marketing channels, create a budget, develop campaign messaging, define KPIs, and continuously monitor performance to optimize results.",Marketing strategy|Target audience|Market research|KPIs,Follows a structured planning process|Includes market research|Defines measurable objectives,How would you validate your target audience assumptions before launch?|How do you decide on a marketing budget for a new product?,3-4 minutes,7,Marketing Strategy
MM003,Marketing Manager,Digital Marketing,Channel Selection,Hard,How do you decide which marketing channels to use for a campaign?,"Channel selection depends on the target audience, campaign objectives, budget, product type, and customer behavior. A marketing manager should evaluate channels such as social media, search engines, email marketing, content marketing, influencer marketing, paid advertising, and offline media based on expected reach, engagement, and return on investment.",Marketing channels|Audience|ROI|Digital marketing,Considers audience behavior|Aligns channels with objectives|Evaluates budget and ROI,How would you test a new channel before committing a large budget to it?|What would make you cut a channel from a campaign mid-flight?,3-4 minutes,7,"Digital Marketing, Channels"
MM004,Marketing Manager,Market Research,Customer Analysis,Medium,Why is market research important before launching a campaign?,"Market research helps organizations understand customer needs, preferences, purchasing behavior, competitors, and market trends. It reduces business risk, improves campaign effectiveness, identifies opportunities, and supports informed marketing decisions.",Market research|Customer insights|Competitor analysis,Explains the purpose of research|Connects research to business decisions|Mentions competitor analysis,What research methods have you used to understand a target audience?|How do you balance research time against speed to market?,3 minutes,6,Market Research
MM005,Marketing Manager,Branding,Brand Management,Medium,What makes a strong brand?,"A strong brand has a clear identity, consistent messaging, a unique value proposition, emotional connection with customers, high product or service quality, and a positive reputation. Successful brands consistently deliver on their promises and build customer trust over time.",Brand identity|Brand value|Customer trust,Understands branding principles|Explains customer perception|Discusses consistency,Can you describe a brand you admire and why it resonates with customers?|How do you maintain brand consistency across multiple channels?,3 minutes,6,Branding
MM006,Marketing Manager,Analytics,Marketing KPIs,Hard,Which KPIs would you use to measure the success of a marketing campaign?,"Common marketing KPIs include Return on Investment (ROI), Conversion Rate, Click-Through Rate (CTR), Cost Per Acquisition (CPA), Customer Acquisition Cost (CAC), Customer Lifetime Value (CLV), Website Traffic, Engagement Rate, Lead Generation, and Sales Growth. The choice depends on the campaign's objectives.",ROI|CTR|CPA|CAC|Conversion Rate,Identifies relevant KPIs|Matches KPIs to objectives|Understands performance measurement,How would your choice of KPIs differ between a brand-awareness campaign and a direct-response campaign?|What's the difference between CAC and CPA?,3-4 minutes,7,"Analytics, KPIs"
MM007,Marketing Manager,Problem Solving,Campaign Optimization,Hard,What would you do if a marketing campaign was performing poorly?,"The marketing manager should analyze campaign data to identify the root cause, evaluate audience targeting, messaging, creatives, budget allocation, channel performance, landing pages, and conversion funnel. Based on the findings, they should implement improvements, conduct A/B testing, and continuously monitor results.",Campaign optimization|A/B testing|Analytics|Performance,Uses data to identify problems|Suggests optimization strategies|Focuses on continuous improvement,"Can you describe a campaign you turned around, and how?|At what point would you pause a campaign versus continue optimizing it?",3-4 minutes,7,Campaign Optimization
MM008,Marketing Manager,Content Marketing,Content Strategy,Medium,What role does content marketing play in business growth?,"Content marketing attracts, educates, and engages potential customers by providing valuable information. High-quality content builds trust, improves brand awareness, supports SEO, generates leads, nurtures customer relationships, and increases conversions over time.",Content marketing|SEO|Lead generation|Brand awareness,Understands content strategy|Connects content to business objectives|Mentions long-term value,How do you measure the ROI of content marketing?|What types of content have worked best for lead generation in your experience?,3 minutes,6,Content Marketing
MM009,Marketing Manager,Leadership,Team Management,Hard,How do you manage and motivate a marketing team?,"A marketing manager should establish clear goals, delegate responsibilities effectively, encourage collaboration, provide regular feedback, recognize achievements, support professional development, and create an environment where creativity and innovation are encouraged.",Leadership|Motivation|Teamwork|Goal setting,Demonstrates leadership|Encourages teamwork|Supports employee development,How do you handle an underperforming team member?|How do you balance creative freedom with meeting deadlines and KPIs?,3-4 minutes,7,"Leadership, Team Management"
MM010,Marketing Manager,Communication,Stakeholder Management,Hard,How would you present marketing results to senior management?,"A marketing manager should present data clearly and focus on business outcomes rather than technical details. The presentation should summarize campaign objectives, key performance indicators, achievements, challenges, lessons learned, return on investment, and recommendations for future improvements. Visual dashboards and concise reports help stakeholders make informed decisions.",Reporting|KPIs|ROI|Executive communication,Communicates clearly|Focuses on business impact|Uses data effectively|Provides actionable recommendations,How do you handle a question from leadership that you don't have data to answer?|How do you tailor a marketing report for a non-marketing executive?,3-4 minutes,7,"Communication, Reporting"
MM011,Marketing Manager,Digital Marketing,SEO & SEM,Hard,What is the difference between SEO and SEM?,"SEO (Search Engine Optimization) focuses on improving a website's organic visibility in search engine results through content optimization, keyword research, technical improvements, and backlink strategies. Results typically take time but provide long-term benefits. SEM (Search Engine Marketing) involves paid advertising, such as Google Ads, to increase visibility in search results. SEM delivers faster results but requires ongoing advertising budgets. Many successful marketing strategies combine both SEO and SEM to maximize visibility and traffic.",SEO|SEM|Google Ads|Organic traffic|Paid advertising,Correctly differentiates SEO and SEM|Explains advantages of each|Understands when to use each strategy,Which KPIs would you use to measure SEO performance?|When would SEM be a better choice than SEO?,3-4 minutes,8,Digital Marketing
MM012,Marketing Manager,Social Media Marketing,Social Media Strategy,Hard,How do you create an effective social media marketing strategy?,"An effective strategy begins by defining business objectives and identifying the target audience. The manager selects the appropriate platforms, develops a content calendar, creates engaging content, schedules posts consistently, interacts with followers, monitors analytics, and adjusts the strategy based on performance metrics.",Social media|Content calendar|Engagement|Analytics,Defines clear objectives|Understands audience targeting|Uses analytics for improvement,How do you choose which social platforms to prioritize?|How do you handle negative comments or a social media backlash?,3-4 minutes,7,Social Media
MM013,Marketing Manager,Analytics,A/B Testing,Hard,"What is A/B testing, and why is it important?","A/B testing compares two versions of a marketing element, such as an email, advertisement, landing page, or call-to-action, to determine which performs better. By changing one variable at a time, marketers can make data-driven decisions that improve conversion rates and campaign performance.",A/B testing|Conversion rate|Optimization|Experiment,Explains the purpose of A/B testing|Understands controlled experiments|Connects testing to optimization,How large a sample size would you want before trusting an A/B test result?|Can you describe an A/B test you ran and what you learned?,3-4 minutes,7,"Analytics, A/B Testing"
MM014,Marketing Manager,Customer Relationship Management,Customer Retention,Medium,Why is customer retention important?,"Retaining existing customers is often more cost-effective than acquiring new ones. Loyal customers tend to make repeat purchases, recommend the brand to others, and contribute to long-term revenue growth. Effective retention strategies include personalized communication, loyalty programs, excellent customer service, and continuous engagement.",Customer retention|Loyalty|Customer lifetime value|CRM,Understands retention benefits|Mentions practical retention strategies|Connects retention to profitability,How would you design a loyalty program for a new customer base?|How do you measure whether a retention strategy is working?,3 minutes,6,"CRM, Retention"
MM015,Marketing Manager,Budget Management,Marketing Budget,Hard,How would you allocate a limited marketing budget?,"A marketing manager should prioritize channels with the highest expected return on investment based on historical performance, target audience behavior, and campaign objectives. Budget allocation should be monitored regularly, with adjustments made according to campaign performance and business priorities.",Marketing budget|ROI|Resource allocation,Prioritizes spending strategically|Uses data to allocate resources|Monitors and adjusts budget,How would you justify reallocating budget away from an underperforming channel?|How do you balance short-term ROI against long-term brand investment?,3-4 minutes,7,Budget Management
MM016,Marketing Manager,Leadership,Decision Making,Hard,How would you respond if a major marketing campaign failed to achieve its objectives?,"The manager should objectively analyze campaign data, identify root causes, gather feedback from the team, evaluate audience targeting, messaging, creative assets, timing, and channel performance. Lessons learned should be documented, and improvements should be incorporated into future campaigns. Accountability, transparency, and continuous improvement are essential.","Campaign analysis, Root cause, Continuous improvement",Accepts accountability|Uses data to identify issues|Develops an improvement plan,How would you communicate this failure to senior leadership?|How do you rebuild team morale after a high-visibility campaign failure?,4-5 minutes,8,"Leadership, Decision Making"
MM017,Marketing Manager,Market Research,Competitor Analysis,Hard,How do you perform a competitor analysis?,"Competitor analysis involves identifying key competitors and evaluating their products, pricing, target audience, marketing channels, messaging, customer reviews, strengths, weaknesses, and market positioning. The insights gained help identify opportunities for differentiation and improve strategic decision-making.",Competitor analysis|SWOT|Positioning|Market research,Identifies important comparison areas|Understands competitive positioning|Uses findings to improve strategy,What tools do you use to track competitor activity?|How often should a competitor analysis be updated?,3-4 minutes,7,"Market Research, Competitor Analysis"
MM018,Marketing Manager,Branding,Brand Reputation,Hard,How would you manage a brand during a public relations crisis?,"The manager should respond quickly, acknowledge the issue honestly, communicate transparently with stakeholders, provide accurate information, coordinate with leadership and public relations teams, monitor public sentiment, and implement corrective actions. Protecting customer trust should be the highest priority.",Crisis management|Brand reputation|Communication|Public relations,Responds promptly|Demonstrates transparency|Focuses on maintaining trust|Provides practical solutions,Can you describe how you'd draft an initial public statement during a crisis?|How do you monitor public sentiment in real time during a crisis?,4-5 minutes,8,"Branding, Crisis Management"
MM019,Marketing Manager,Analytics,ROI Measurement,Hard,How do you measure the return on investment (ROI) of a marketing campaign?,"ROI measures the financial return generated by a marketing campaign relative to its cost. The basic formula is: ROI = ((Revenue Generated - Campaign Cost) / Campaign Cost) x 100. In addition to ROI, marketers should evaluate conversion rates, customer acquisition cost, customer lifetime value, lead quality, and long-term business impact to gain a complete understanding of campaign performance.",ROI|Revenue|Campaign cost|Performance measurement,Defines ROI correctly|Explains the calculation|Mentions complementary performance metrics,How would you attribute revenue to a campaign when a customer touches multiple channels?|What's a good ROI benchmark for a typical digital campaign?,3-4 minutes,7,"Analytics, ROI"
MM020,Marketing Manager,Behavioral,Continuous Learning,Easy,How do you stay updated with marketing trends and industry changes?,"A successful marketing manager continuously develops their knowledge by following industry publications, attending webinars and conferences, completing professional certifications, monitoring competitor activities, analyzing consumer behavior, experimenting with new marketing tools, and staying informed about emerging technologies such as AI, marketing automation, and data analytics. Continuous learning enables marketers to adapt quickly to changing customer expectations and market conditions.",Continuous learning|Marketing trends|AI|Marketing automation|Professional development,Demonstrates commitment to professional growth|Mentions multiple learning resources|Shows awareness of emerging technologies|Connects learning to improved marketing performance,What's a recent marketing trend you've applied in your work?|How do you evaluate whether a new marketing tool is worth adopting?,2-3 minutes,5,"Behavioral, Continuous Learning"
SE031,Software Engineer,Data Structures,Hash Tables,Medium,Can you explain Hash Tables and why it matters in your role?,"Hash tables map keys to values using a hash function, offering average O(1) lookup, insertion, and deletion, but require good collision handling (chaining or open addressing). A strong candidate would also give a concrete example of applying hash tables in a past project or scenario, showing not just definitional knowledge but practical judgment.",hash|tables,Accurately defines Hash Tables|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used hash tables directly?|What challenges have you faced with hash tables?,3-4 minutes,5,Data Structures
SE032,Software Engineer,Data Structures,Binary Trees,Medium,Can you explain Binary Trees and why it matters in your role?,"Binary trees are hierarchical structures where each node has at most two children; binary search trees keep sorted order for O(log n) average search, insert, and delete. A strong candidate would also give a concrete example of applying binary trees in a past project or scenario, showing not just definitional knowledge but practical judgment.",binary|trees,Accurately defines Binary Trees|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used binary trees directly?|What challenges have you faced with binary trees?,3-4 minutes,5,Data Structures
SE033,Software Engineer,Data Structures,Graphs,Medium,Can you explain Graphs and why it matters in your role?,"Graphs represent entities as nodes and relationships as edges, and can be directed/undirected or weighted; common traversals are BFS and DFS. A strong candidate would also give a concrete example of applying graphs in a past project or scenario, showing not just definitional knowledge but practical judgment.",graphs,Accurately defines Graphs|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used graphs directly?|What challenges have you faced with graphs?,3-4 minutes,5,Data Structures
SE034,Software Engineer,Data Structures,Heaps,Medium,Can you explain Heaps and why it matters in your role?,"A heap is a complete binary tree that maintains the heap property (min-heap or max-heap), commonly used to implement priority queues in O(log n) insert/extract. A strong candidate would also give a concrete example of applying heaps in a past project or scenario, showing not just definitional knowledge but practical judgment.",heaps,Accurately defines Heaps|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used heaps directly?|What challenges have you faced with heaps?,3-4 minutes,5,Data Structures
SE035,Software Engineer,Data Structures,Tries,Medium,Can you explain Tries and why it matters in your role?,"A trie is a tree structure specialized for storing strings, enabling fast prefix search, often used in autocomplete and spell-checking systems. A strong candidate would also give a concrete example of applying tries in a past project or scenario, showing not just definitional knowledge but practical judgment.",tries,Accurately defines Tries|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used tries directly?|What challenges have you faced with tries?,3-4 minutes,5,Data Structures
SE036,Software Engineer,Algorithms,Sorting Algorithms,Easy,Can you explain Sorting Algorithms and why it matters in your role?,"Common sorting algorithms include quicksort, mergesort, and heapsort, each with different time/space trade-offs; quicksort averages O(n log n) but can degrade to O(n^2). A strong candidate would also give a concrete example of applying sorting algorithms in a past project or scenario, showing not just definitional knowledge but practical judgment.",sorting|algorithms,Accurately defines Sorting Algorithms|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used sorting algorithms directly?|What challenges have you faced with sorting algorithms?,3-4 minutes,5,Algorithms
SE037,Software Engineer,Algorithms,Searching Algorithms,Easy,Can you explain Searching Algorithms and why it matters in your role?,"Binary search runs in O(log n) on sorted data by repeatedly halving the search space, while linear search runs in O(n) but works on unsorted data. A strong candidate would also give a concrete example of applying searching algorithms in a past project or scenario, showing not just definitional knowledge but practical judgment.",searching|algorithms,Accurately defines Searching Algorithms|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used searching algorithms directly?|What challenges have you faced with searching algorithms?,3-4 minutes,5,Algorithms
SE038,Software Engineer,Algorithms,Dynamic Programming,Easy,Can you explain Dynamic Programming and why it matters in your role?,"Dynamic programming solves problems by breaking them into overlapping subproblems and storing results to avoid recomputation, trading memory for time. A strong candidate would also give a concrete example of applying dynamic programming in a past project or scenario, showing not just definitional knowledge but practical judgment.",dynamic|programming,Accurately defines Dynamic Programming|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used dynamic programming directly?|What challenges have you faced with dynamic programming?,3-4 minutes,5,Algorithms
SE039,Software Engineer,Algorithms,Greedy Algorithms,Easy,Can you explain Greedy Algorithms and why it matters in your role?,"Greedy algorithms make the locally optimal choice at each step, which works for problems with the greedy-choice property such as Dijkstra's shortest path. A strong candidate would also give a concrete example of applying greedy algorithms in a past project or scenario, showing not just definitional knowledge but practical judgment.",greedy|algorithms,Accurately defines Greedy Algorithms|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used greedy algorithms directly?|What challenges have you faced with greedy algorithms?,3-4 minutes,5,Algorithms
SE040,Software Engineer,Algorithms,Recursion,Easy,Can you explain Recursion and why it matters in your role?,"Recursion solves a problem by having a function call itself on smaller subproblems, requiring a clear base case to avoid infinite recursion and stack overflow. A strong candidate would also give a concrete example of applying recursion in a past project or scenario, showing not just definitional knowledge but practical judgment.",recursion,Accurately defines Recursion|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used recursion directly?|What challenges have you faced with recursion?,3-4 minutes,5,Algorithms
SE041,Software Engineer,Algorithms,Big-O Notation,Easy,Can you explain Big-O Notation and why it matters in your role?,"Big-O notation describes how an algorithm's runtime or memory usage grows relative to input size, helping compare efficiency independent of hardware. A strong candidate would also give a concrete example of applying big-o notation in a past project or scenario, showing not just definitional knowledge but practical judgment.",big-o|notation,Accurately defines Big-O Notation|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used big-o notation directly?|What challenges have you faced with big-o notation?,3-4 minutes,5,Algorithms
SE042,Software Engineer,Software Design,SOLID Principles,Easy,Can you explain SOLID Principles and why it matters in your role?,"SOLID is a set of five design principles (Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion) that make code more maintainable. A strong candidate would also give a concrete example of applying solid principles in a past project or scenario, showing not just definitional knowledge but practical judgment.",solid|principles,Accurately defines SOLID Principles|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used solid principles directly?|What challenges have you faced with solid principles?,3-4 minutes,5,Software Design
SE043,Software Engineer,Software Design,Design Patterns,Easy,Can you explain Design Patterns and why it matters in your role?,"Design patterns like Singleton, Factory, Observer, and Strategy are reusable solutions to common software design problems. A strong candidate would also give a concrete example of applying design patterns in a past project or scenario, showing not just definitional knowledge but practical judgment.",design|patterns,Accurately defines Design Patterns|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used design patterns directly?|What challenges have you faced with design patterns?,3-4 minutes,5,Software Design
SE044,Software Engineer,Software Design,Dependency Injection,Easy,Can you explain Dependency Injection and why it matters in your role?,"Dependency injection supplies a class's dependencies from the outside rather than creating them internally, improving testability and decoupling. A strong candidate would also give a concrete example of applying dependency injection in a past project or scenario, showing not just definitional knowledge but practical judgment.",dependency|injection,Accurately defines Dependency Injection|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used dependency injection directly?|What challenges have you faced with dependency injection?,3-4 minutes,5,Software Design
SE045,Software Engineer,Software Design,Clean Code,Easy,Can you explain Clean Code and why it matters in your role?,"Clean code emphasizes readability, meaningful naming, small functions, and minimal duplication so code is easy to maintain and extend. A strong candidate would also give a concrete example of applying clean code in a past project or scenario, showing not just definitional knowledge but practical judgment.",clean|code,Accurately defines Clean Code|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used clean code directly?|What challenges have you faced with clean code?,3-4 minutes,5,Software Design
SE046,Software Engineer,Backend Development,REST APIs,Easy,Can you explain REST APIs and why it matters in your role?,"REST APIs use standard HTTP verbs (GET, POST, PUT, DELETE) and stateless requests to expose resources, typically returning JSON. A strong candidate would also give a concrete example of applying rest apis in a past project or scenario, showing not just definitional knowledge but practical judgment.",rest|apis,Accurately defines REST APIs|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used rest apis directly?|What challenges have you faced with rest apis?,3-4 minutes,5,Backend Development
SE047,Software Engineer,Backend Development,GraphQL,Easy,Can you explain GraphQL and why it matters in your role?,"GraphQL lets clients request exactly the data they need through a single endpoint and a strongly typed schema, reducing over-fetching compared to REST. A strong candidate would also give a concrete example of applying graphql in a past project or scenario, showing not just definitional knowledge but practical judgment.",graphql,Accurately defines GraphQL|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used graphql directly?|What challenges have you faced with graphql?,3-4 minutes,5,Backend Development
SE048,Software Engineer,Backend Development,Microservices,Easy,Can you explain Microservices and why it matters in your role?,"Microservices architecture splits an application into small, independently deployable services communicating over the network, improving scalability but adding operational complexity. A strong candidate would also give a concrete example of applying microservices in a past project or scenario, showing not just definitional knowledge but practical judgment.",microservices,Accurately defines Microservices|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used microservices directly?|What challenges have you faced with microservices?,3-4 minutes,5,Backend Development
SE049,Software Engineer,Backend Development,Message Queues,Easy,Can you explain Message Queues and why it matters in your role?,"Message queues like RabbitMQ or Kafka decouple producers and consumers, enabling asynchronous processing and better fault tolerance. A strong candidate would also give a concrete example of applying message queues in a past project or scenario, showing not just definitional knowledge but practical judgment.",message|queues,Accurately defines Message Queues|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used message queues directly?|What challenges have you faced with message queues?,3-4 minutes,5,Backend Development
SE050,Software Engineer,Backend Development,Caching,Easy,Can you explain Caching and why it matters in your role?,"Caching stores frequently accessed data in fast storage (like Redis) to reduce latency and database load, requiring a strategy for invalidation. A strong candidate would also give a concrete example of applying caching in a past project or scenario, showing not just definitional knowledge but practical judgment.",caching,Accurately defines Caching|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used caching directly?|What challenges have you faced with caching?,3-4 minutes,5,Backend Development
SE051,Software Engineer,Concurrency,Threads and Processes,Easy,Can you explain Threads and Processes and why it matters in your role?,"Threads share memory within a process and are lighter weight, while processes have isolated memory; choosing between them depends on isolation and communication needs. A strong candidate would also give a concrete example of applying threads and processes in a past project or scenario, showing not just definitional knowledge but practical judgment.",threads|and|processes,Accurately defines Threads and Processes|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used threads and processes directly?|What challenges have you faced with threads and processes?,3-4 minutes,5,Concurrency
SE052,Software Engineer,Concurrency,Race Conditions,Easy,Can you explain Race Conditions and why it matters in your role?,"A race condition occurs when multiple threads access shared data concurrently without proper synchronization, leading to unpredictable results. A strong candidate would also give a concrete example of applying race conditions in a past project or scenario, showing not just definitional knowledge but practical judgment.",race|conditions,Accurately defines Race Conditions|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used race conditions directly?|What challenges have you faced with race conditions?,3-4 minutes,5,Concurrency
SE053,Software Engineer,Concurrency,Deadlocks,Easy,Can you explain Deadlocks and why it matters in your role?,"A deadlock happens when two or more threads wait indefinitely for resources held by each other; prevention strategies include lock ordering and timeouts. A strong candidate would also give a concrete example of applying deadlocks in a past project or scenario, showing not just definitional knowledge but practical judgment.",deadlocks,Accurately defines Deadlocks|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used deadlocks directly?|What challenges have you faced with deadlocks?,3-4 minutes,5,Concurrency
SE054,Software Engineer,Concurrency,Async/Await,Easy,Can you explain Async/Await and why it matters in your role?,"Async/await lets code perform non-blocking operations, allowing a program to continue executing other work while waiting for I/O to complete. A strong candidate would also give a concrete example of applying async/await in a past project or scenario, showing not just definitional knowledge but practical judgment.",async|await,Accurately defines Async/Await|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used async/await directly?|What challenges have you faced with async/await?,3-4 minutes,5,Concurrency
SE055,Software Engineer,Database,Database Indexing,Easy,Can you explain Database Indexing and why it matters in your role?,"Indexes speed up read queries by creating an ordered lookup structure, at the cost of extra storage and slower writes. A strong candidate would also give a concrete example of applying database indexing in a past project or scenario, showing not just definitional knowledge but practical judgment.",database|indexing,Accurately defines Database Indexing|Explains why it matters in practice|Gives a relevant example|Communicates clearly,Can you walk me through a time you used database indexing directly?|What challenges have you faced with database indexing?,3-4 minutes,5,Database
